Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;06/2025;1.860.446;804.955;41.966;1.640.696;1.334.552;219.750;25.783;0;28
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;06/2025;1.836.113;754.086;129.693;1.591.089;1.552.196;245.024;18.329;0;36
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7599206;b3S;S5;I;2;GOIANIA;GO;06/2025;1.830.840;1.264.090;109.469;1.386.816;1.179.942;444.024;67.757;0;12
CREDISIS PRIMACREDI COOPERATIVA DE CRÉDITO;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;06/2025;1.829.829;1.233.149;33.960;1.631.065;1.418.255;198.764;-1.182;0;9
LEASEPLAN ARRENDAMENTO MERCANTIL S.A.;4836002;n1;S4;I;3;SAO PAULO;SP;06/2025;1.811.348;0;0;1.385.277;1.161.174;426.071;46.238;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;S5;I;2;CAXIAS DO SUL;RS;06/2025;1.798.305;869.205;30.212;1.643.386;1.515.975;154.919;6.954;0;23
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73443863;b3S;S5;I;2;BLUMENAU;SC;06/2025;1.769.547;1.030.638;28.527;1.610.687;1.497.019;158.860;10.722;0;18
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;S4;I;3;BARUERI;SP;06/2025;1.751.831;1.609.842;0;580.216;321.572;1.171.615;54.138;4;0
AFINZ INSTITUIÇÃO DE PAGAMENTO S.A.;60114865;n4;S4;C;2;BARUERI;SP;06/2025;1.735.691;789.912;122.208;1.566.827;45.680;168.864;-597;1;0
QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36583700;n1;S4;C;2;SAO PAULO;SP;06/2025;1.733.941;722.903;706.972;1.620.632;1.365.574;113.309;34.201;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88530142;b3S;S4;I;2;BAGE;RS;06/2025;1.731.322;990.785;526.545;1.422.927;830.271;308.395;25.166;0;21
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;06/2025;1.706.057;1.225.193;33.400;1.466.119;1.090.564;239.938;4.578;0;28
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;S4;C;1;FLORIANOPOLIS;SC;06/2025;1.705.575;1.420.577;246.032;689.796;623.530;1.015.779;39.155;2;0
BANCO PAULISTA S.A.;61820817;b1;S4;C;2;SAO PAULO;SP;06/2025;1.704.957;920.991;412.076;1.557.401;1.425.215;147.556;-6.082;2;0
VÓRTX;52364;n1;S4;C;2;SAO PAULO;SP;06/2025;1.698.646;0;28.133;1.595.802;1.531.300;102.844;20.218;7;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;06/2025;1.694.015;54.437;697.349;1.549.423;0;144.593;213;0;2
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;06/2025;1.684.491;967.991;33.869;1.450.780;964.692;233.711;1.318;0;22
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;06/2025;1.681.069;17.274;440.840;1.529.349;148.587;151.720;9.949;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;06/2025;1.674.019;1.355.359;29.103;1.440.459;854.618;233.560;43.886;0;41
BNY MELLON;51808;b1;S4;C;3;RIO DE JANEIRO;RJ;06/2025;1.668.553;0;367.329;1.154.208;813.362;514.344;-131.961;5;0
COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;06/2025;1.664.597;973.392;19.655;1.504.053;1.339.387;160.545;-17.351;0;32
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;06/2025;1.649.692;1.073.209;394.004;1.333.178;839.088;316.515;19.758;0;24
COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO;71884498;b3S;S5;I;2;CAMPINAS;SP;06/2025;1.648.733;863.108;32.174;1.409.639;1.323.408;239.094;11.652;0;34
SICREDI CEARÁ - COOPERATIVA DE CRÉDITO DO ESTADO DO CEARÁ;72257793;b3S;S4;I;2;FORTALEZA;CE;06/2025;1.632.192;661.816;726.601;1.397.121;1.216.169;235.071;28.012;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;06/2025;1.630.065;782.035;22.800;1.442.295;1.394.996;187.770;12.814;0;9
ENTREPAY INSTITUICAO DE PAGAMENTO S.A;17887874;n4;S5;C;2;SAO PAULO;SP;06/2025;1.602.513;0;146.178;1.208.264;35.605;394.249;166.817;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;06/2025;1.598.905;962.592;25.726;1.448.580;1.347.322;150.325;1.706;0;19
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;06/2025;1.584.728;969.776;48.882;1.311.736;933.517;272.993;23.672;0;20
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;06/2025;1.583.013;1.034.857;22.543;1.409.281;1.220.339;173.733;10.972;0;20
STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA;22121209;n4;;I;3;SAO PAULO;SP;06/2025;1.577.255;0;49.184;1.514.217;0;63.039;4.270;1;0
STATE STREET BRASIL S.A. - BANCO COMERCIAL;9274232;b1;S4;I;3;SAO PAULO;SP;06/2025;1.555.784;0;879.180;849.838;815.177;705.946;4.897;2;0
SWAP INSTITUIÇÃO DE PAGAMENTO S.A.;31680151;n4;;I;3;SAO PAULO;SP;06/2025;1.555.018;125.039;143.948;1.471.366;197.365;83.651;16.382;1;0
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;06/2025;1.550.139;979.906;36.841;1.346.004;1.121.466;204.135;-45;0;19
CELCOIN INSTITUICAO DE PAGAMENTO S.A.;13935893;n4;;C;3;BARUERI;SP;06/2025;1.548.231;0;362.537;1.169.377;668.437;378.854;7.651;1;0
BANCO KEB HANA DO BRASIL S.A.;2318507;b1;S4;I;3;SAO PAULO;SP;06/2025;1.539.344;238.680;321.694;1.343.780;1.331.298;195.564;7.494;2;0
EBANX INSTITUICAO DE PAGAMENTOS LTDA.;21018182;n4;;I;2;CURITIBA;PR;06/2025;1.530.605;0;0;1.437.626;1.418.770;92.979;41.237;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;b3S;S5;I;2;UMUARAMA;PR;06/2025;1.527.791;844.972;17.355;1.366.227;1.105.748;161.565;19.608;0;36
BANCO MONEO S.A.;7441209;b2;S4;I;2;CAXIAS DO SUL;RS;06/2025;1.523.113;1.471.609;393;1.215.164;1.189.574;307.949;19.700;2;0
IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;15111975;n4;;C;2;SAO PAULO;SP;06/2025;1.516.316;0;16.805;1.475.743;573.495;40.573;-29.703;1;0
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;06/2025;1.495.017;768.418;47.969;1.287.280;937.853;207.737;9.888;0;19
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;06/2025;1.485.024;679.154;17.197;1.316.733;1.067.581;168.291;8.219;0;28
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;06/2025;1.476.396;835.589;56.319;1.203.766;1.138.616;272.629;47.419;0;10
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;18539102;n1;S4;I;3;BARUERI;SP;06/2025;1.442.314;422.442;0;1.267.300;951.736;175.013;9.165;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS;2910987;b3S;S5;I;2;ERECHIM;RS;06/2025;1.441.422;1.051.344;20.850;1.232.319;798.152;209.103;23.727;0;22
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;06/2025;1.435.054;1.141.504;29.690;1.249.366;719.513;185.688;10.105;0;19
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;06/2025;1.429.816;886.192;70.812;1.154.939;957.938;274.877;27.161;0;10
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;06/2025;1.428.988;1.056.985;30.045;1.254.286;1.076.438;174.702;4.350;0;30
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;06/2025;1.410.926;587.501;21.997;1.195.678;1.134.009;215.247;21.416;0;21
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;06/2025;1.409.433;206.018;944.902;1.261.490;973.681;147.943;3.915;2;0
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;06/2025;1.393.323;575.128;39.142;1.247.794;935.130;145.529;7.588;0;25
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;06/2025;1.381.218;1.040.518;23.228;1.193.857;663.947;187.361;20.197;0;28
COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;06/2025;1.371.136;870.866;28.210;1.202.344;955.017;168.792;17.079;0;25
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;06/2025;1.368.326;981.053;28.630;1.118.569;704.474;249.757;28.112;0;15
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;06/2025;1.368.191;823.928;15.771;1.225.490;1.047.222;142.701;10.096;0;45
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;06/2025;1.367.089;605.250;23.522;1.175.693;1.061.751;191.396;20.629;0;33
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;06/2025;1.338.883;37.683;408.925;1.264.524;102.206;74.359;1.657;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;06/2025;1.327.625;982.294;25.886;1.169.802;1.040.410;157.822;6.205;0;27
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA SUL DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA SUL;5863726;b3S;S5;I;2;SANANDUVA;RS;06/2025;1.322.513;836.354;39.658;1.187.155;770.333;135.358;11.475;0;29
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;06/2025;1.285.091;891.097;55.617;1.141.894;814.734;143.197;9.992;0;6
BANCO KOMATSU DO BRASIL S.A.;23903068;b2;S4;I;3;SAO PAULO;SP;06/2025;1.284.369;1.168.535;0;1.055.466;975.569;228.903;10.839;2;0
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;06/2025;1.265.599;625.975;21.847;1.084.023;980.865;181.576;18.961;0;11
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;06/2025;1.256.707;709.492;103.454;1.100.466;954.757;156.241;13.734;0;21
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;06/2025;1.250.937;421.961;22.070;1.103.198;999.241;147.739;14.227;0;27
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;I;2;ARIQUEMES;RO;06/2025;1.245.195;817.339;50.306;847.845;731.947;397.350;3.065;0;18
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10520232;b3S;S5;I;2;JI-PARANA;RO;06/2025;1.244.282;968.232;25.415;1.088.579;465.711;155.703;22.593;0;22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;06/2025;1.242.492;677.146;19.172;1.114.417;748.770;128.075;8.313;0;9
BBVA BRASIL BANCO DE INVESTIMENTO S.A.;45283173;b2;S4;I;3;SAO PAULO;SP;06/2025;1.237.154;107.690;586.088;143.129;118.588;1.094.025;-14.228;2;0
BANCO ARBI S.A.;54403563;b1;S4;I;2;RIO DE JANEIRO;RJ;06/2025;1.231.095;553.496;192.771;1.126.902;1.072.810;104.193;507;5;0
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;06/2025;1.229.457;520.494;33.915;1.055.708;812.475;173.748;15.478;0;11
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;06/2025;1.226.144;639.298;32.582;1.014.380;670.287;211.764;14.491;0;1
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3965737;b3S;S5;I;2;CHAPECO;SC;06/2025;1.212.034;925.147;21.331;1.092.722;648.625;119.313;16.689;0;21
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;06/2025;1.211.184;584.528;20.219;1.102.550;993.335;108.634;1.028;0;32
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;06/2025;1.202.489;707.320;14.094;1.078.649;898.695;123.840;11.309;0;21
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;06/2025;1.200.730;494.549;25.669;999.830;867.977;200.901;28.236;0;10
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;06/2025;1.196.948;763.563;34.343;1.001.417;818.587;195.531;300;0;25
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;06/2025;1.195.442;825.696;17.998;1.069.493;697.765;125.949;14.321;0;27
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;06/2025;1.193.668;879.284;38.568;998.339;811.209;195.329;15.502;0;25
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;06/2025;1.185.784;422.426;19.628;1.046.811;998.833;138.973;18.218;0;14
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;06/2025;1.181.743;611.976;113.286;969.618;948.862;212.125;34.841;0;16
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;S4;I;1;SALVADOR;BA;06/2025;1.179.624;690.575;257.689;341.551;250.576;838.073;45.066;2;0
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;S4;I;2;NAO-ME-TOQUE;RS;06/2025;1.165.485;1.114.072;28.160;972.020;952.489;193.464;8.526;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;06/2025;1.159.306;798.226;23.193;997.762;705.726;161.544;15.500;0;8
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S4;I;2;SAO JOSE DO RIO PRETO;SP;06/2025;1.157.466;484.160;514.947;1.047.051;728.203;110.415;11.070;0;17
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;06/2025;1.154.285;755.220;19.642;1.036.122;863.406;118.162;9.111;0;17
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;S4;I;2;SAO PAULO;SP;06/2025;1.121.231;924.069;20.633;987.277;974.753;133.954;-1.168;2;0
MULVI INSTITUICAO DE PAGAMENTO S.A.;3847413;n4;S4;C;1;ARACAJU;SE;06/2025;1.119.119;584.168;106.755;1.031.119;19.401;88.000;-6.006;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;06/2025;1.107.973;549.349;15.241;1.003.930;827.485;104.043;10.608;0;12
COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;06/2025;1.101.585;411.839;385.878;999.525;930.222;102.059;9.407;0;9
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA. - UNICRED PREMIUM;1635462;b3S;S5;I;2;LAJEADO;RS;06/2025;1.098.947;558.498;18.783;981.713;913.838;117.234;3.482;0;13
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;06/2025;1.091.952;449.900;25.185;939.118;852.448;152.834;18.367;0;7
BANCO SEMEAR S.A.;795423;b1;S4;I;2;BELO HORIZONTE;MG;06/2025;1.076.485;649.161;125.492;968.064;902.046;108.421;3.632;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;06/2025;1.064.698;622.234;14.427;951.071;896.590;113.628;13.614;0;22
NATURA &CO PAY SOCIEDADE DE CRÉDITO DIRETO S.A.;48805820;n1;S5;I;2;SAO PAULO;SP;06/2025;1.059.654;579.674;386.891;469.700;0;589.954;15.643;2;0
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;06/2025;1.054.984;666.980;28.562;839.764;575.100;215.220;10.800;0;4
COOPERATIVA DE CRÉDITO EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;06/2025;1.049.180;841.265;28.036;908.156;550.171;141.024;8.923;0;21
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI MORADA DO SOL SP;73113243;b3S;S4;I;2;ARARAQUARA;SP;06/2025;1.047.572;597.611;345.802;959.199;757.508;88.372;8.631;0;10
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;06/2025;1.044.444;440.342;24.650;918.930;804.574;125.514;12.926;0;19
COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU;66262643;b3S;S5;I;2;POMPEU;MG;06/2025;1.027.705;354.611;24.655;905.249;782.165;122.456;10.486;0;2
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;06/2025;1.025.013;591.057;28.548;880.440;815.762;144.573;8.652;0;24
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;06/2025;1.025.004;779.010;25.488;902.608;754.216;122.396;144;0;23
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;06/2025;1.015.623;357.038;30.517;865.167;789.436;150.456;9.286;0;15
BANCO B3 S.A.;997185;b1;S4;C;2;SAO PAULO;SP;06/2025;1.015.167;0;189.348;813.655;781.841;201.511;27.841;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA;6031727;b3S;S5;I;2;SANTO CRISTO;RS;06/2025;1.007.440;710.839;11.227;893.540;567.902;113.900;18.608;0;21
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;06/2025;1.000.376;615.378;8.226;846.706;802.860;153.670;8.920;0;18
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2448310;b3S;S5;I;2;CASCAVEL;PR;06/2025;997.417;793.127;15.562;874.152;507.383;123.265;14.150;0;16
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;06/2025;995.149;725.931;18.816;874.560;790.891;120.589;-4.407;0;25
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE;70119680;b3C;S4;I;2;JOAO PESSOA;PB;06/2025;990.723;4.598;467.863;847.638;0;143.086;-652;0;0
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;I;2;RIO VERDE;GO;06/2025;984.203;642.835;11.341;844.989;613.414;139.215;-7.820;0;13
COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE;25387655;b3S;S5;I;2;TEOFILO OTONI;MG;06/2025;981.043;302.474;22.180;846.096;760.122;134.947;15.706;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;06/2025;979.455;710.982;35.951;862.483;765.178;116.972;14.460;0;38
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;06/2025;976.604;687.970;18.868;894.106;817.121;82.498;-19.145;0;16
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;69346856;b3S;S5;I;2;FRANCA;SP;06/2025;973.343;711.557;220.815;863.061;780.314;110.282;4.208;0;9
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;06/2025;969.896;474.701;20.245;793.604;581.803;176.292;20.549;0;13
COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.;2935307;b3S;S5;I;2;GOIANIA;GO;06/2025;965.657;414.423;16.225;732.704;669.199;232.953;16.499;0;11
FORTBRASIL INSTITUIÇÃO DE PAGAMENTO S/A;2732968;n4;S4;C;2;SAO JOSE DOS CAMPOS;SP;06/2025;954.834;795.361;91.329;885.562;10.584;69.272;12.106;1;0
BPCE EQUIPMENT SOLUTIONS BRASIL S.A. - ARRENDAMENTO MERCANTIL;62816426;n1;S4;I;3;BARUERI;SP;06/2025;945.873;747.888;0;792.780;718.503;153.093;-10.277;2;0
WISE BRASIL INSTITUICAO DE PAGAMENTO LTDA;40571694;n4;S4;C;3;SAO PAULO;SP;06/2025;945.392;0;10.411;932.561;553.492;12.832;1.017;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;06/2025;940.279;725.305;20.396;790.111;398.153;150.168;6;0;19
SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE;70241658;b3S;S4;I;2;RECIFE;PE;06/2025;938.682;419.621;314.777;839.085;739.977;99.597;8.494;0;7
